title,description,type_of_task,priority_level,due_date,workload,avg_quality_score,preferred_task,match_score
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Virtual Reality,Low,2025-04-25,4,0.83,Section Drawing,0.85
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,3D Model,Low,2025-05-09,8,0.89,Door & Window Schedule,0.99
Structural Coordination,Coordinate with the structural engineer for beam placements.,Design Development,Low,2025-04-15,7,0.9,Partition Plan,0.88
General Specification Draft,Prepare general notes and material specifications for tender documents.,Furniture Layout Plan,Low,2025-04-27,8,0.91,3D Model,0.91
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Technical Specification,Neutral,2025-05-09,2,0.96,Lighting & Fixture Plan,0.84
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Partition Plan,Low,2025-04-15,6,0.88,Section Drawing,0.99
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Custom Millwork & Joinery Drawing,Neutral,2025-04-26,3,0.98,Elevation Drawing,1.0
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Conceptual Design,High,2025-05-06,10,0.96,Others,0.84
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Hardscape Plan,Neutral,2025-05-10,4,0.99,Interior Layout Plan,0.83
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Landscape Plan,Neutral,2025-04-23,4,0.95,Partition Plan,0.96
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Schematic Design,Low,2025-05-03,8,0.93,Landscape Plan,0.85
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Finish Schedule,Low,2025-04-11,6,0.96,Elevation Drawing,0.94
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Construction Document,Neutral,2025-04-17,1,0.92,3D Render,0.89
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Hardscape Plan,Low,2025-04-13,1,0.88,Partition Plan,0.87
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Schematic Design,Neutral,2025-05-09,2,0.93,3D Model,0.94
Structural Coordination,Coordinate with the structural engineer for beam placements.,Site Plan,Neutral,2025-05-08,4,0.97,3D Model,0.97
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Technical Specification,Neutral,2025-04-28,1,0.92,Elevation Drawing,0.87
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Custom Millwork & Joinery Drawing,High,2025-04-18,9,0.9,Roof Plan,0.84
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Virtual Reality,Low,2025-04-16,4,0.95,Custom Millwork & Joinery Drawing,0.93
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Custom Millwork & Joinery Drawing,Neutral,2025-05-09,3,0.89,Technical Specification,0.99
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Schematic Design,Low,2025-05-10,10,0.91,Site Plan,0.84
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Custom Millwork & Joinery Drawing,High,2025-04-15,8,0.82,Partition Plan,0.86
Technical Specifications,Compile technical specifications for the construction phase.,Custom Millwork & Joinery Drawing,Low,2025-05-01,1,0.99,Reflected Ceiling Plan,0.89
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Zoning & Building Code Compliance,High,2025-05-08,5,0.87,Floor Plan,0.91
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Landscape Plan,Low,2025-04-20,5,0.82,Interior Layout Plan,0.86
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,3D Model,Low,2025-04-29,4,0.82,Permit Drawing,0.91
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Others,High,2025-04-25,1,0.83,Reflected Ceiling Plan,0.9
Structural Coordination,Coordinate with the structural engineer for beam placements.,Zoning & Building Code Compliance,Neutral,2025-05-03,10,0.96,Conceptual Design,0.8
Bid Package Compilation,Organize all documents needed for contractor bidding.,Zoning & Building Code Compliance,Neutral,2025-04-13,9,0.95,Elevation Drawing,0.81
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Schematic Design,High,2025-05-07,6,0.8,Elevation Drawing,0.97
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Design Development,High,2025-04-15,7,0.95,Roof Plan,0.85
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Permit Drawing,Low,2025-04-20,6,0.85,Schematic Design,0.98
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Floor Plan,Low,2025-05-03,6,0.99,Lighting & Fixture Plan,0.83
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Elevation Drawing,Neutral,2025-05-03,10,0.94,Permit Drawing,0.99
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Technical Specification,High,2025-05-06,4,0.96,Others,0.84
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,3D Render,Neutral,2025-04-17,5,0.97,Door & Window Schedule,0.99
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Elevation Drawing,Low,2025-04-19,1,0.94,Permit Drawing,0.88
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Technical Specification,Low,2025-04-27,1,0.99,Partition Plan,0.98
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Conceptual Design,Low,2025-04-12,10,0.83,Lighting & Fixture Plan,0.99
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Partition Plan,Neutral,2025-04-30,5,0.94,Interior Layout Plan,0.82
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Design Development,Neutral,2025-05-05,9,0.99,3D Model,0.88
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Virtual Reality,Neutral,2025-04-13,2,0.92,Furniture Layout Plan,0.86
General Specification Draft,Prepare general notes and material specifications for tender documents.,Material Board,Neutral,2025-04-29,1,0.88,Material Board,0.84
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Section Drawing,High,2025-04-24,7,0.98,3D Model,0.92
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Others,High,2025-04-20,1,0.9,Landscape Plan,0.91
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,3D Model,Low,2025-05-02,10,0.94,Schematic Design,0.9
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Roof Plan,Low,2025-05-04,8,0.82,Permit Drawing,0.83
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Permit Drawing,Low,2025-04-21,4,0.82,General Specification,0.92
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Design Development,Neutral,2025-05-02,8,0.81,Finish Schedule,0.94
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Door & Window Schedule,Neutral,2025-04-28,7,0.92,3D Render,0.88
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Interior Layout Plan,Neutral,2025-04-30,6,0.99,Floor Plan,0.83
Structural Coordination,Coordinate with the structural engineer for beam placements.,Elevation Drawing,Low,2025-04-23,9,0.96,Virtual Reality,0.86
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Hardscape Plan,High,2025-05-05,7,0.97,Hardscape Plan,0.83
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Design Development,High,2025-04-11,3,0.91,Roof Plan,0.81
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Finish Schedule,Neutral,2025-05-05,1,0.92,Roof Plan,0.96
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Elevation Drawing,Neutral,2025-04-14,9,0.8,Floor Plan,0.93
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Permit Drawing,High,2025-04-15,10,0.88,3D Render,0.97
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Others,High,2025-05-03,2,0.98,Schematic Design,0.94
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Construction Document,Neutral,2025-04-12,7,0.98,Others,0.8
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Furniture Layout Plan,Low,2025-04-25,5,0.82,Reflected Ceiling Plan,0.9
Technical Specifications,Compile technical specifications for the construction phase.,Section Drawing,Neutral,2025-05-02,6,0.91,Schematic Design,0.9
Structural Coordination,Coordinate with the structural engineer for beam placements.,Zoning & Building Code Compliance,Low,2025-05-04,7,0.9,Site Plan,0.96
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,3D Render,Low,2025-05-04,8,0.99,Conceptual Design,0.9
General Specification Draft,Prepare general notes and material specifications for tender documents.,Schematic Design,Low,2025-05-05,1,0.91,Technical Specification,0.9
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Permit Drawing,High,2025-04-25,4,0.83,3D Model,0.93
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Hardscape Plan,Neutral,2025-05-03,3,0.97,Roof Plan,0.81
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Schematic Design,Low,2025-05-01,8,0.93,Partition Plan,0.98
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Landscape Plan,High,2025-04-26,1,0.93,Furniture Layout Plan,0.9
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Technical Specification,Neutral,2025-04-12,10,0.83,Interior Layout Plan,0.96
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Interior Layout Plan,Low,2025-04-12,3,0.97,Roof Plan,0.97
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Hardscape Plan,Neutral,2025-05-04,8,0.99,Furniture Layout Plan,0.9
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Conceptual Design,Low,2025-05-09,3,0.9,Custom Millwork & Joinery Drawing,0.92
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Door & Window Schedule,Neutral,2025-05-10,5,0.97,Roof Plan,0.83
Bid Package Compilation,Organize all documents needed for contractor bidding.,Design Development,Low,2025-04-20,9,0.94,Furniture Layout Plan,0.83
Bid Package Compilation,Organize all documents needed for contractor bidding.,Lighting & Fixture Plan,Low,2025-05-04,2,0.81,General Specification,0.91
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Floor Plan,Low,2025-04-22,10,0.96,Floor Plan,0.82
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Conceptual Design,Neutral,2025-04-17,2,0.96,Technical Specification,0.97
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Virtual Reality,Low,2025-05-08,4,0.98,Site Plan,0.91
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Lighting & Fixture Plan,Low,2025-04-11,1,0.86,Elevation Drawing,0.91
Bid Package Compilation,Organize all documents needed for contractor bidding.,Virtual Reality,Neutral,2025-04-29,4,0.93,Others,0.82
Structural Coordination,Coordinate with the structural engineer for beam placements.,3D Model,Low,2025-05-06,10,0.82,Material Board,0.96
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Others,High,2025-04-11,4,0.87,3D Model,0.9
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Others,Neutral,2025-04-14,6,0.95,Door & Window Schedule,0.97
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,3D Model,Low,2025-04-21,3,0.89,3D Model,0.82
