title,description,type_of_task,priority_level,due_date,workload,avg_quality_score,preferred_task,match_score
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",3D Render,Low,2025-05-08,9,0.45,Hardscape Plan,0.19
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Reflected Ceiling Plan,Low,2025-04-23,6,0.22,3D Model,0.14
Construction Documentation,Compile detailed construction drawings for city permit approval.,General Specification,Low,2025-05-01,5,0.27,3D Render,0.15
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Furniture Layout Plan,High,2025-04-11,6,0.09,Roof Plan,0.32
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Zoning & Building Code Compliance,Low,2025-04-24,9,0.12,Material Board,0.12
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Design Development,Neutral,2025-04-23,4,0.52,Door & Window Schedule,0.3
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Elevation Drawing,High,2025-04-24,2,0.38,Elevation Drawing,0.68
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Door & Window Schedule,Low,2025-05-09,4,0.24,Hardscape Plan,0.15
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Finish Schedule,Neutral,2025-04-12,4,0.32,Conceptual Design,0.26
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Design Development,High,2025-05-09,8,0.44,Hardscape Plan,0.39
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Elevation Drawing,Low,2025-04-26,8,0.24,Technical Specification,0.15
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Technical Specification,Low,2025-05-04,2,0.11,Elevation Drawing,0.12
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Site Plan,High,2025-04-15,4,0.16,Elevation Drawing,0.33
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Construction Document,Low,2025-04-15,2,0.39,Lighting & Fixture Plan,0.18
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Site Plan,Neutral,2025-05-08,7,0.47,Site Plan,0.59
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Section Drawing,Neutral,2025-04-16,10,0.35,Floor Plan,0.27
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Design Development,Low,2025-04-28,4,0.05,Technical Specification,0.11
General Specification Draft,Prepare general notes and material specifications for tender documents.,Others,High,2025-04-30,3,0.12,Zoning & Building Code Compliance,0.32
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Landscape Plan,Neutral,2025-05-09,4,0.41,Landscape Plan,0.58
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Virtual Reality,Low,2025-05-08,7,0.41,Technical Specification,0.18
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Landscape Plan,Low,2025-05-04,10,0.43,Interior Layout Plan,0.19
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Landscape Plan,High,2025-04-16,10,0.27,Partition Plan,0.35
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Custom Millwork & Joinery Drawing,High,2025-04-19,3,0.6,Site Plan,0.42
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Conceptual Design,Neutral,2025-04-28,1,0.35,General Specification,0.27
Construction Documentation,Compile detailed construction drawings for city permit approval.,Conceptual Design,Low,2025-05-04,4,0.48,General Specification,0.2
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Landscape Plan,Low,2025-04-18,5,0.08,Section Drawing,0.12
General Specification Draft,Prepare general notes and material specifications for tender documents.,Furniture Layout Plan,Low,2025-04-12,4,0.42,Design Development,0.18
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Construction Document,Low,2025-04-30,4,0.16,Design Development,0.13
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Technical Specification,Low,2025-05-07,10,0.14,Door & Window Schedule,0.13
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Site Plan,Low,2025-04-20,7,0.12,Furniture Layout Plan,0.12
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Construction Document,Low,2025-05-05,2,0.36,Elevation Drawing,0.17
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Construction Document,High,2025-05-06,2,0.27,Hardscape Plan,0.35
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Floor Plan,Neutral,2025-05-10,5,0.27,Others,0.25
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Elevation Drawing,Neutral,2025-05-04,4,0.19,Floor Plan,0.24
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Technical Specification,Low,2025-04-28,6,0.38,Design Development,0.18
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Door & Window Schedule,Neutral,2025-05-09,8,0.46,Roof Plan,0.29
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Technical Specification,Neutral,2025-04-23,3,0.37,Interior Layout Plan,0.27
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Conceptual Design,Low,2025-04-18,5,0.33,Construction Document,0.17
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Partition Plan,High,2025-04-27,3,0.18,Virtual Reality,0.34
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Roof Plan,Neutral,2025-05-08,3,0.66,Floor Plan,0.33
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Finish Schedule,Low,2025-04-26,10,0.43,Custom Millwork & Joinery Drawing,0.19
Landscape Design Refinement,Enhance the planting layout for the residential garden.,3D Model,High,2025-04-22,5,0.22,3D Render,0.34
General Specification Draft,Prepare general notes and material specifications for tender documents.,3D Render,Low,2025-04-22,3,0.1,Design Development,0.12
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Zoning & Building Code Compliance,High,2025-04-21,10,0.43,Partition Plan,0.39
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Conceptual Design,High,2025-05-09,1,0.35,Lighting & Fixture Plan,0.37
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Technical Specification,High,2025-04-22,1,0.21,Technical Specification,0.64
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Technical Specification,Low,2025-04-21,5,0.46,Conceptual Design,0.19
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Lighting & Fixture Plan,Neutral,2025-04-15,9,0.08,Conceptual Design,0.22
Structural Coordination,Coordinate with the structural engineer for beam placements.,General Specification,High,2025-04-24,8,0.27,Lighting & Fixture Plan,0.35
Technical Specifications,Compile technical specifications for the construction phase.,Floor Plan,Low,2025-05-09,9,0.43,Material Board,0.19
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Permit Drawing,High,2025-04-12,10,0.21,Custom Millwork & Joinery Drawing,0.34
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Hardscape Plan,High,2025-04-19,5,0.27,Others,0.35
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Technical Specification,Low,2025-04-17,4,0.04,Floor Plan,0.11
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Construction Document,Low,2025-05-08,9,0.18,General Specification,0.14
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Material Board,High,2025-05-08,7,0.25,Material Board,0.65
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Partition Plan,Low,2025-04-28,10,0.41,Schematic Design,0.18
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Construction Document,High,2025-04-21,10,0.36,Custom Millwork & Joinery Drawing,0.37
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Partition Plan,Neutral,2025-04-21,8,0.22,Technical Specification,0.24
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Construction Document,High,2025-04-17,7,0.1,Virtual Reality,0.32
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Floor Plan,Neutral,2025-05-01,6,0.32,Section Drawing,0.26
Construction Documentation,Compile detailed construction drawings for city permit approval.,Section Drawing,Neutral,2025-04-13,6,0.16,Finish Schedule,0.23
Bid Package Compilation,Organize all documents needed for contractor bidding.,Roof Plan,Low,2025-04-28,9,0.02,Conceptual Design,0.1
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Reflected Ceiling Plan,Low,2025-04-25,1,0.34,Reflected Ceiling Plan,0.47
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Finish Schedule,Low,2025-05-06,9,0.07,Technical Specification,0.11
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Design Development,High,2025-04-25,8,0.2,Zoning & Building Code Compliance,0.34
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Technical Specification,Neutral,2025-05-01,4,0.67,Section Drawing,0.33
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Virtual Reality,Low,2025-04-30,10,0.32,Reflected Ceiling Plan,0.16
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Design Development,High,2025-04-11,10,0.42,3D Model,0.38
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Virtual Reality,High,2025-04-27,10,0.44,Interior Layout Plan,0.39
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Lighting & Fixture Plan,High,2025-04-24,4,0.05,Reflected Ceiling Plan,0.31
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Zoning & Building Code Compliance,Low,2025-04-18,1,0.33,Lighting & Fixture Plan,0.17
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Custom Millwork & Joinery Drawing,High,2025-05-03,5,0.34,3D Model,0.37
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Site Plan,High,2025-04-22,9,0.29,Landscape Plan,0.36
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Door & Window Schedule,High,2025-04-28,3,0.56,Virtual Reality,0.41
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Custom Millwork & Joinery Drawing,High,2025-04-29,3,0.36,Virtual Reality,0.37
Technical Specifications,Compile technical specifications for the construction phase.,Landscape Plan,High,2025-05-10,10,0.35,Zoning & Building Code Compliance,0.37
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Site Plan,High,2025-04-22,2,0.04,Zoning & Building Code Compliance,0.31
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Zoning & Building Code Compliance,High,2025-05-06,8,0.24,Hardscape Plan,0.35
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Design Development,Neutral,2025-04-24,10,0.41,Material Board,0.28
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Custom Millwork & Joinery Drawing,Neutral,2025-04-26,9,0.15,Floor Plan,0.23
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Landscape Plan,Neutral,2025-04-22,7,0.12,Others,0.22
